city,zone,vehicle_type,platform,season,month,avg_daily_orders,avg_daily_hours,effective_heat_days,effective_rain_days,effective_aqi_days,zone_flood_risk,zone_risk_score
Mumbai,Bandra,Two-Wheeler ICE,Zomato,Post-monsoon,10,30,8,0.0,4.8,1.4,1.1,1.11
Chennai,Perungudi,Two-Wheeler ICE,Swiggy,Winter,12,42,7,0.2,0.2,3.6,1.38,1.22
Bengaluru,Mahadevapura,Two-Wheeler ICE,Swiggy,Winter,12,11,12,0.0,0.03,2.7,1.5,1.15
Mumbai,Wadala,Two-Wheeler ICE,Zomato,Monsoon,8,30,13,0.0,10.8,0.2,1.25,1.43
Bengaluru,Bellandur,Two-Wheeler ICE,Both,Winter,1,42,9,0.0,0.03,2.7,1.45,1.23
Delhi,Azad Market,Bicycle,Zomato,Pre-monsoon,5,31,11,12.6,0.3,10.0,1.35,1.49
Chennai,Sholinganallur,Two-Wheeler ICE,Both,Pre-monsoon,5,13,13,1.8,0.8,0.8,1.35,1.11
Mumbai,Bandra,Two-Wheeler ICE,Zomato,Winter,12,40,7,0.0,0.6,1.8,1.1,1.06
Mumbai,Andheri,Two-Wheeler EV,Zomato,Monsoon,9,17,12,0.0,7.2,0.4,1.3,1.33
Mumbai,Chembur,Two-Wheeler ICE,Swiggy,Winter,2,27,9,0.0,0.6,1.6,1.45,1.18
Chennai,Perungudi,Two-Wheeler ICE,Zomato,Post-monsoon,11,27,12,0.2,1.0,3.6,1.38,1.15
Delhi,ITO,Two-Wheeler ICE,Swiggy,Monsoon,9,22,9,1.4,0.9,10.0,1.4,1.34
Chennai,Sholinganallur,Two-Wheeler ICE,Swiggy,Monsoon,7,41,10,0.4,3.6,0.4,1.35,1.32
Delhi,ITO,Two-Wheeler EV,Zomato,Post-monsoon,10,10,8,1.4,0.6,35.0,1.4,1.41
Delhi,Yamuna Floodplain,Two-Wheeler ICE,Both,Post-monsoon,11,27,9,1.4,0.375,45.0,1.5,1.5
Chennai,Perungudi,Two-Wheeler EV,Swiggy,Post-monsoon,11,44,9,0.2,1.0,3.6,1.38,1.17
Mumbai,Kurla,Two-Wheeler ICE,Swiggy,Winter,1,11,13,0.0,0.6,1.8,1.35,1.09
Bengaluru,Indiranagar,Two-Wheeler EV,Zomato,Monsoon,7,38,12,0.0,0.54,0.3,1.1,1.04
Hyderabad,HITEC City,Two-Wheeler EV,Both,Pre-monsoon,4,15,10,0.85,0.1,0.3,1.25,1.02
Bengaluru,Bellandur,Two-Wheeler EV,Zomato,Post-monsoon,10,35,8,0.0,0.24,2.1,1.45,1.16
Delhi,Saket,Two-Wheeler ICE,Swiggy,Monsoon,7,34,12,2.8,1.35,5.0,1.05,1.21
Mumbai,Bandra,Two-Wheeler EV,Both,Pre-monsoon,5,23,13,0.0,2.4,0.4,1.1,1.0
Bengaluru,Bellandur,Two-Wheeler EV,Swiggy,Winter,12,18,10,0.0,0.03,2.7,1.45,1.15
Mumbai,Andheri,Two-Wheeler ICE,Zomato,Post-monsoon,11,24,6,0.0,3.0,1.8,1.3,1.16
Mumbai,Parel,Bicycle,Zomato,Monsoon,8,32,8,0.0,10.8,0.2,1.3,1.45
Mumbai,Wadala,Two-Wheeler EV,Both,Post-monsoon,10,37,7,0.0,4.8,1.4,1.25,1.21
Delhi,Azad Market,Two-Wheeler ICE,Zomato,Pre-monsoon,5,20,6,12.6,0.3,10.0,1.35,1.49
Mumbai,Andheri,Two-Wheeler ICE,Zomato,Pre-monsoon,3,17,9,0.0,0.6,0.8,1.3,1.07
Mumbai,Kurla,Two-Wheeler ICE,Swiggy,Post-monsoon,11,38,12,0.0,3.0,1.8,1.35,1.23
Hyderabad,Banjara Hills,Two-Wheeler ICE,Zomato,Pre-monsoon,5,27,11,1.53,0.2,0.3,1.05,0.97
Bengaluru,Indiranagar,Two-Wheeler ICE,Swiggy,Winter,12,14,7,0.0,0.03,2.7,1.1,0.95
Chennai,Sholinganallur,Two-Wheeler ICE,Swiggy,Monsoon,7,35,8,0.4,3.6,0.4,1.35,1.32
Hyderabad,HITEC City,Two-Wheeler ICE,Both,Post-monsoon,10,37,9,0.17,0.4,1.05,1.25,1.09
Delhi,Yamuna Floodplain,Two-Wheeler ICE,Swiggy,Post-monsoon,10,37,10,1.4,0.6,35.0,1.5,1.5
Delhi,Saket,Two-Wheeler ICE,Zomato,Pre-monsoon,3,37,12,4.2,0.075,20.0,1.05,1.33
Bengaluru,Mahadevapura,Two-Wheeler EV,Zomato,Post-monsoon,11,44,13,0.0,0.15,2.7,1.5,1.19
Chennai,Pallikaranai,Two-Wheeler ICE,Zomato,Pre-monsoon,3,38,8,0.6,0.2,1.6,1.45,1.21
Delhi,Lajpat Nagar,Two-Wheeler ICE,Swiggy,Pre-monsoon,5,41,13,12.6,0.3,10.0,1.1,1.42
Delhi,Yamuna Floodplain,Two-Wheeler EV,Swiggy,Winter,1,20,6,1.4,0.075,45.0,1.5,1.5
Bengaluru,Whitefield,Two-Wheeler ICE,Swiggy,Monsoon,8,37,6,0.0,0.54,0.3,1.4,1.22
Delhi,ITO,Two-Wheeler ICE,Zomato,Monsoon,7,36,8,2.8,1.35,5.0,1.4,1.39
Hyderabad,HITEC City,Two-Wheeler EV,Swiggy,Monsoon,9,16,6,0.17,0.6,0.3,1.25,1.07
Hyderabad,HITEC City,Two-Wheeler ICE,Zomato,Monsoon,8,39,10,0.17,0.9,0.15,1.25,1.16
Mumbai,Wadala,Two-Wheeler ICE,Zomato,Post-monsoon,10,25,7,0.0,4.8,1.4,1.25,1.19
Bengaluru,Mahadevapura,Two-Wheeler EV,Swiggy,Post-monsoon,10,28,12,0.0,0.24,2.1,1.5,1.13
Delhi,ITO,Two-Wheeler ICE,Both,Winter,12,36,6,1.4,0.075,45.0,1.4,1.5
Chennai,Perungudi,Two-Wheeler ICE,Swiggy,Monsoon,9,25,11,0.2,2.4,0.8,1.38,1.24
Mumbai,Wadala,Two-Wheeler ICE,Swiggy,Monsoon,9,34,6,0.0,7.2,0.4,1.25,1.38
Bengaluru,Sarjapur Road,Two-Wheeler ICE,Zomato,Monsoon,9,42,13,0.0,0.36,0.6,1.45,1.24
Delhi,Lajpat Nagar,Two-Wheeler EV,Swiggy,Monsoon,9,16,10,1.4,0.9,10.0,1.1,1.16
Mumbai,Bandra,Bicycle,Zomato,Post-monsoon,11,28,6,0.0,3.0,1.8,1.1,1.01
Mumbai,Andheri,Two-Wheeler ICE,Swiggy,Pre-monsoon,3,37,6,0.0,0.6,0.8,1.3,1.12
Chennai,Velachery,Bicycle,Zomato,Pre-monsoon,3,38,8,0.6,0.2,1.6,1.4,1.13
Mumbai,Bandra,Two-Wheeler ICE,Both,Monsoon,7,22,10,0.0,10.8,0.2,1.1,1.35
Mumbai,Chembur,Two-Wheeler ICE,Swiggy,Post-monsoon,11,34,7,0.0,3.0,1.8,1.45,1.28
Bengaluru,Mahadevapura,Bicycle,Swiggy,Pre-monsoon,5,38,9,0.0,0.12,0.6,1.5,1.15
Delhi,Yamuna Floodplain,Two-Wheeler ICE,Zomato,Pre-monsoon,5,29,6,12.6,0.3,10.0,1.5,1.5
Delhi,Connaught Place,Two-Wheeler EV,Swiggy,Winter,1,14,8,1.4,0.075,45.0,1.05,1.26
Delhi,Lajpat Nagar,Two-Wheeler ICE,Swiggy,Winter,12,38,10,1.4,0.075,45.0,1.1,1.41
Bengaluru,Indiranagar,Two-Wheeler EV,Zomato,Post-monsoon,11,42,10,0.0,0.15,2.7,1.1,0.99
Bengaluru,Mahadevapura,Two-Wheeler ICE,Swiggy,Winter,12,30,13,0.0,0.03,2.7,1.5,1.2
Delhi,ITO,Two-Wheeler ICE,Swiggy,Pre-monsoon,3,19,7,4.2,0.075,20.0,1.4,1.45
Delhi,Yamuna Floodplain,Two-Wheeler ICE,Zomato,Monsoon,8,14,13,1.4,1.35,5.0,1.5,1.3
Mumbai,Bandra,Two-Wheeler ICE,Zomato,Monsoon,7,34,7,0.0,10.8,0.2,1.1,1.4
Bengaluru,Koramangala,Two-Wheeler ICE,Zomato,Monsoon,9,37,11,0.0,0.36,0.6,1.2,1.12
Delhi,Saket,Two-Wheeler ICE,Both,Winter,12,11,10,1.4,0.075,45.0,1.05,1.29
Delhi,Lajpat Nagar,Two-Wheeler ICE,Swiggy,Pre-monsoon,4,36,10,7.0,0.15,10.0,1.1,1.32
Mumbai,Wadala,Two-Wheeler EV,Zomato,Post-monsoon,10,32,6,0.0,4.8,1.4,1.25,1.21
Chennai,Adyar,Two-Wheeler ICE,Zomato,Pre-monsoon,4,16,8,1.0,0.4,0.8,1.4,1.14
Delhi,Yamuna Floodplain,Two-Wheeler ICE,Swiggy,Post-monsoon,10,33,12,1.4,0.6,35.0,1.5,1.5
Chennai,Sholinganallur,Two-Wheeler ICE,Swiggy,Post-monsoon,11,42,6,0.2,1.0,3.6,1.35,1.19
Delhi,Saket,Two-Wheeler ICE,Zomato,Pre-monsoon,5,10,9,12.6,0.3,10.0,1.05,1.29
Mumbai,Dharavi,Two-Wheeler ICE,Swiggy,Monsoon,9,23,13,0.0,7.2,0.4,1.35,1.38
Mumbai,Bandra,Two-Wheeler ICE,Zomato,Winter,1,23,11,0.0,0.6,1.8,1.1,1.01
Mumbai,Wadala,Two-Wheeler ICE,Zomato,Winter,12,12,9,0.0,0.6,1.8,1.25,1.04
Delhi,Azad Market,Bicycle,Both,Post-monsoon,11,18,13,1.4,0.375,45.0,1.35,1.41
Bengaluru,Mahadevapura,Two-Wheeler ICE,Swiggy,Post-monsoon,11,29,10,0.0,0.15,2.7,1.5,1.17
Mumbai,Chembur,Two-Wheeler ICE,Swiggy,Post-monsoon,11,33,6,0.0,3.0,1.8,1.45,1.28
Mumbai,Andheri,Two-Wheeler EV,Zomato,Monsoon,6,36,9,0.0,7.2,0.2,1.3,1.37
Delhi,Yamuna Floodplain,Two-Wheeler EV,Zomato,Post-monsoon,11,19,10,1.4,0.375,45.0,1.5,1.5
Mumbai,Kurla,Two-Wheeler ICE,Zomato,Post-monsoon,10,37,8,0.0,4.8,1.4,1.35,1.29
Delhi,Yamuna Floodplain,Bicycle,Swiggy,Post-monsoon,10,34,9,1.4,0.6,35.0,1.5,1.5
Chennai,Adyar,Two-Wheeler ICE,Zomato,Monsoon,6,39,10,1.8,2.4,0.4,1.4,1.34
Delhi,ITO,Two-Wheeler EV,Both,Pre-monsoon,5,35,11,12.6,0.3,10.0,1.4,1.5
Bengaluru,Bellandur,Two-Wheeler EV,Both,Pre-monsoon,4,44,10,0.0,0.06,0.6,1.45,1.14
Delhi,ITO,Two-Wheeler ICE,Zomato,Winter,1,17,10,1.4,0.075,45.0,1.4,1.5
Mumbai,Bandra,Two-Wheeler ICE,Swiggy,Post-monsoon,10,39,12,0.0,4.8,1.4,1.1,1.16
Hyderabad,Madhapur,Two-Wheeler ICE,Swiggy,Post-monsoon,10,44,7,0.17,0.4,1.05,1.3,1.11
Delhi,ITO,Two-Wheeler ICE,Swiggy,Post-monsoon,11,34,12,1.4,0.375,45.0,1.4,1.5
Delhi,Lajpat Nagar,Two-Wheeler ICE,Swiggy,Monsoon,9,17,11,1.4,0.9,10.0,1.1,1.19
Mumbai,Dharavi,Two-Wheeler ICE,Both,Monsoon,7,31,12,0.0,10.8,0.2,1.35,1.5
Chennai,Perungudi,Two-Wheeler ICE,Swiggy,Post-monsoon,11,11,8,0.2,1.0,3.6,1.38,1.1
Chennai,Adyar,Two-Wheeler ICE,Zomato,Monsoon,8,38,10,0.2,3.6,0.4,1.4,1.34
Bengaluru,Koramangala,Two-Wheeler ICE,Zomato,Pre-monsoon,4,23,10,0.0,0.06,0.6,1.2,1.0
Chennai,Pallikaranai,Bicycle,Zomato,Post-monsoon,11,36,12,0.2,1.0,3.6,1.45,1.19
Chennai,Adyar,Two-Wheeler ICE,Zomato,Post-monsoon,10,32,6,0.2,1.6,2.8,1.4,1.22
Delhi,Saket,Two-Wheeler EV,Zomato,Pre-monsoon,5,24,11,12.6,0.3,10.0,1.05,1.31
Chennai,Anna Nagar,Two-Wheeler ICE,Swiggy,Monsoon,9,28,7,0.2,2.4,0.8,1.05,1.07
Delhi,Lajpat Nagar,Two-Wheeler ICE,Zomato,Post-monsoon,11,41,7,1.4,0.375,45.0,1.1,1.39
Mumbai,Dharavi,Two-Wheeler ICE,Zomato,Monsoon,6,22,11,0.0,7.2,0.2,1.35,1.38
Delhi,Lajpat Nagar,Two-Wheeler ICE,Swiggy,Post-monsoon,10,27,7,1.4,0.6,35.0,1.1,1.34
Mumbai,Bandra,Two-Wheeler EV,Both,Monsoon,9,33,9,0.0,7.2,0.4,1.1,1.28
Chennai,Perungudi,Two-Wheeler ICE,Both,Winter,2,33,8,0.2,0.2,3.2,1.38,1.21
Chennai,Perungudi,Two-Wheeler EV,Swiggy,Pre-monsoon,4,42,9,1.0,0.4,0.8,1.38,1.15
Chennai,Anna Nagar,Two-Wheeler ICE,Swiggy,Winter,12,27,10,0.2,0.2,3.6,1.05,1.0
Bengaluru,Sarjapur Road,Two-Wheeler ICE,Both,Post-monsoon,10,22,10,0.0,0.24,2.1,1.45,1.14
Mumbai,Wadala,Two-Wheeler ICE,Zomato,Monsoon,8,26,8,0.0,10.8,0.2,1.25,1.43
Hyderabad,Charminar,Two-Wheeler ICE,Zomato,Post-monsoon,11,21,9,0.17,0.25,1.35,1.35,1.08
Mumbai,Andheri,Two-Wheeler ICE,Swiggy,Pre-monsoon,5,13,9,0.0,2.4,0.4,1.3,1.08
Chennai,Perungudi,Two-Wheeler ICE,Swiggy,Winter,1,36,9,0.2,0.2,3.6,1.38,1.22
Chennai,Sholinganallur,Two-Wheeler ICE,Zomato,Pre-monsoon,5,38,10,1.8,0.8,0.8,1.35,1.21
Bengaluru,Indiranagar,Bicycle,Both,Pre-monsoon,4,37,6,0.0,0.06,0.6,1.1,0.95
Bengaluru,Indiranagar,Two-Wheeler ICE,Zomato,Monsoon,6,21,11,0.0,0.36,0.3,1.1,1.02
Mumbai,Bandra,Bicycle,Zomato,Pre-monsoon,4,32,9,0.0,1.2,0.4,1.1,0.99
Bengaluru,Mahadevapura,Bicycle,Swiggy,Pre-monsoon,5,31,6,0.0,0.12,0.6,1.5,1.15
Bengaluru,Mahadevapura,Bicycle,Zomato,Monsoon,6,30,8,0.0,0.36,0.3,1.5,1.17
Chennai,Perungudi,Two-Wheeler ICE,Swiggy,Monsoon,6,39,9,1.8,2.4,0.4,1.38,1.33
Chennai,Sholinganallur,Two-Wheeler EV,Zomato,Post-monsoon,11,24,8,0.2,1.0,3.6,1.35,1.11
Bengaluru,Bellandur,Two-Wheeler ICE,Swiggy,Winter,2,20,13,0.0,0.03,2.4,1.45,1.17
Mumbai,Andheri,Two-Wheeler EV,Zomato,Monsoon,7,35,7,0.0,10.8,0.2,1.3,1.47
Bengaluru,Indiranagar,Two-Wheeler EV,Swiggy,Monsoon,6,16,10,0.0,0.36,0.3,1.1,0.99
Bengaluru,Bellandur,Two-Wheeler ICE,Zomato,Winter,12,29,7,0.0,0.03,2.7,1.45,1.18
Delhi,ITO,Two-Wheeler EV,Swiggy,Pre-monsoon,4,28,13,7.0,0.15,10.0,1.4,1.39
Hyderabad,Madhapur,Bicycle,Both,Post-monsoon,11,23,13,0.17,0.25,1.35,1.3,1.01
Mumbai,Bandra,Two-Wheeler ICE,Swiggy,Monsoon,9,38,11,0.0,7.2,0.4,1.1,1.31
Bengaluru,Mahadevapura,Two-Wheeler EV,Zomato,Monsoon,6,16,7,0.0,0.36,0.3,1.5,1.19
Delhi,Connaught Place,Two-Wheeler ICE,Zomato,Pre-monsoon,5,33,8,12.6,0.3,10.0,1.05,1.39
Bengaluru,Sarjapur Road,Two-Wheeler EV,Swiggy,Pre-monsoon,3,27,6,0.0,0.03,1.2,1.45,1.1
Delhi,Azad Market,Two-Wheeler ICE,Swiggy,Pre-monsoon,4,22,6,7.0,0.15,10.0,1.35,1.4
Delhi,Connaught Place,Two-Wheeler EV,Zomato,Winter,2,32,11,1.4,0.075,40.0,1.05,1.36
Bengaluru,Indiranagar,Two-Wheeler ICE,Zomato,Monsoon,8,29,12,0.0,0.54,0.3,1.1,1.02
Bengaluru,Sarjapur Road,Two-Wheeler ICE,Swiggy,Winter,1,16,13,0.0,0.03,2.7,1.45,1.18
Hyderabad,HITEC City,Two-Wheeler ICE,Zomato,Post-monsoon,10,17,6,0.17,0.4,1.05,1.25,1.04
Chennai,Perungudi,Two-Wheeler ICE,Swiggy,Monsoon,7,13,8,0.4,3.6,0.4,1.38,1.23
Delhi,Lajpat Nagar,Two-Wheeler ICE,Swiggy,Post-monsoon,10,24,12,1.4,0.6,35.0,1.1,1.34
Bengaluru,Koramangala,Two-Wheeler EV,Zomato,Post-monsoon,11,34,10,0.0,0.15,2.7,1.2,1.04
Bengaluru,Sarjapur Road,Two-Wheeler ICE,Zomato,Pre-monsoon,3,31,11,0.0,0.03,1.2,1.45,1.18
Delhi,Yamuna Floodplain,Two-Wheeler ICE,Both,Monsoon,8,18,9,1.4,1.35,5.0,1.5,1.35
Mumbai,Andheri,Two-Wheeler ICE,Swiggy,Pre-monsoon,3,35,10,0.0,0.6,0.8,1.3,1.12
Bengaluru,Whitefield,Two-Wheeler ICE,Zomato,Pre-monsoon,5,16,9,0.0,0.12,0.6,1.4,1.1
Delhi,ITO,Two-Wheeler ICE,Swiggy,Post-monsoon,11,24,11,1.4,0.375,45.0,1.4,1.49
Mumbai,Kurla,Two-Wheeler ICE,Zomato,Post-monsoon,10,44,10,0.0,4.8,1.4,1.35,1.29
Bengaluru,Indiranagar,Two-Wheeler EV,Swiggy,Monsoon,6,43,12,0.0,0.36,0.3,1.1,1.04
Bengaluru,Whitefield,Two-Wheeler ICE,Both,Pre-monsoon,3,24,13,0.0,0.03,1.2,1.4,1.11
Mumbai,Bandra,Two-Wheeler ICE,Swiggy,Pre-monsoon,3,16,11,0.0,0.6,0.8,1.1,0.97
Delhi,Yamuna Floodplain,Two-Wheeler ICE,Zomato,Post-monsoon,11,17,13,1.4,0.375,45.0,1.5,1.5
Mumbai,Parel,Two-Wheeler ICE,Zomato,Monsoon,8,16,8,0.0,10.8,0.2,1.3,1.45
Chennai,Velachery,Two-Wheeler ICE,Zomato,Monsoon,7,11,7,0.4,3.6,0.4,1.4,1.24
Bengaluru,Sarjapur Road,Two-Wheeler ICE,Swiggy,Pre-monsoon,5,30,10,0.0,0.12,0.6,1.45,1.13
Mumbai,Bandra,Two-Wheeler ICE,Zomato,Monsoon,8,32,13,0.0,10.8,0.2,1.1,1.4
Mumbai,Parel,Two-Wheeler ICE,Swiggy,Pre-monsoon,3,10,11,0.0,0.6,0.8,1.3,1.02
Chennai,Adyar,Bicycle,Swiggy,Pre-monsoon,5,43,8,1.8,0.8,0.8,1.4,1.18
Bengaluru,Whitefield,Two-Wheeler EV,Swiggy,Post-monsoon,11,20,13,0.0,0.15,2.7,1.4,1.09
Hyderabad,Charminar,Two-Wheeler ICE,Swiggy,Post-monsoon,11,27,12,0.17,0.25,1.35,1.35,1.08
Mumbai,Kurla,Two-Wheeler ICE,Swiggy,Winter,1,30,9,0.0,0.6,1.8,1.35,1.14
Bengaluru,Whitefield,Two-Wheeler ICE,Swiggy,Pre-monsoon,5,29,9,0.0,0.12,0.6,1.4,1.1
Mumbai,Kurla,Bicycle,Both,Winter,1,41,10,0.0,0.6,1.8,1.35,1.14
Hyderabad,Falaknuma,Two-Wheeler ICE,Zomato,Pre-monsoon,4,42,6,0.85,0.1,0.3,1.35,1.15
Bengaluru,Sarjapur Road,Two-Wheeler EV,Zomato,Post-monsoon,10,27,7,0.0,0.24,2.1,1.45,1.11
Bengaluru,Indiranagar,Bicycle,Swiggy,Winter,1,21,7,0.0,0.03,2.7,1.1,0.95
Chennai,Perungudi,Two-Wheeler ICE,Swiggy,Winter,12,40,8,0.2,0.2,3.6,1.38,1.22
Bengaluru,Bellandur,Bicycle,Zomato,Pre-monsoon,4,37,7,0.0,0.06,0.6,1.45,1.12
Chennai,Anna Nagar,Two-Wheeler ICE,Swiggy,Winter,2,35,10,0.2,0.2,3.2,1.05,1.05
Chennai,Sholinganallur,Bicycle,Both,Monsoon,6,14,8,1.8,2.4,0.4,1.35,1.17
Chennai,Anna Nagar,Two-Wheeler ICE,Zomato,Winter,12,20,12,0.2,0.2,3.6,1.05,1.0
Chennai,Velachery,Two-Wheeler ICE,Swiggy,Winter,12,25,11,0.2,0.2,3.6,1.4,1.18
Bengaluru,Bellandur,Two-Wheeler ICE,Zomato,Monsoon,6,34,10,0.0,0.36,0.3,1.45,1.24
Mumbai,Dharavi,Two-Wheeler ICE,Both,Pre-monsoon,4,41,6,0.0,1.2,0.4,1.35,1.16
Hyderabad,Falaknuma,Two-Wheeler ICE,Zomato,Monsoon,6,40,13,1.53,0.6,0.15,1.35,1.24
Delhi,Azad Market,Two-Wheeler ICE,Zomato,Winter,1,26,11,1.4,0.075,45.0,1.35,1.49
Delhi,Yamuna Floodplain,Two-Wheeler EV,Zomato,Post-monsoon,11,19,9,1.4,0.375,45.0,1.5,1.5
Mumbai,Kurla,Two-Wheeler ICE,Zomato,Post-monsoon,10,41,9,0.0,4.8,1.4,1.35,1.29
Mumbai,Parel,Two-Wheeler ICE,Zomato,Post-monsoon,11,13,12,0.0,3.0,1.8,1.3,1.11
Delhi,Connaught Place,Two-Wheeler ICE,Zomato,Pre-monsoon,5,41,10,12.6,0.3,10.0,1.05,1.39
Chennai,Pallikaranai,Two-Wheeler ICE,Swiggy,Pre-monsoon,5,33,9,1.8,0.8,0.8,1.45,1.26
Mumbai,Chembur,Two-Wheeler ICE,Swiggy,Monsoon,6,39,10,0.0,7.2,0.2,1.45,1.48
Delhi,ITO,Bicycle,Zomato,Monsoon,6,35,10,12.6,0.9,5.0,1.4,1.5
Mumbai,Parel,Two-Wheeler ICE,Swiggy,Pre-monsoon,3,33,8,0.0,0.6,0.8,1.3,1.12
Mumbai,Chembur,Two-Wheeler ICE,Zomato,Monsoon,7,35,13,0.0,10.8,0.2,1.45,1.5
Hyderabad,Banjara Hills,Two-Wheeler ICE,Zomato,Pre-monsoon,5,34,7,1.53,0.2,0.3,1.05,1.02
Bengaluru,Koramangala,Two-Wheeler ICE,Swiggy,Winter,12,31,9,0.0,0.03,2.7,1.2,1.1
Mumbai,Parel,Two-Wheeler ICE,Zomato,Monsoon,8,24,9,0.0,10.8,0.2,1.3,1.45
Bengaluru,Mahadevapura,Two-Wheeler ICE,Swiggy,Pre-monsoon,5,25,6,0.0,0.12,0.6,1.5,1.15
Bengaluru,Indiranagar,Two-Wheeler EV,Swiggy,Post-monsoon,10,42,9,0.0,0.24,2.1,1.1,0.98
Hyderabad,Charminar,Bicycle,Swiggy,Post-monsoon,10,33,6,0.17,0.4,1.05,1.35,1.09
Mumbai,Parel,Bicycle,Swiggy,Winter,1,30,7,0.0,0.6,1.8,1.3,1.06
Delhi,Saket,Bicycle,Swiggy,Post-monsoon,11,22,10,1.4,0.375,45.0,1.05,1.26
Delhi,Connaught Place,Two-Wheeler ICE,Swiggy,Pre-monsoon,3,43,9,4.2,0.075,20.0,1.05,1.33
Bengaluru,Sarjapur Road,Two-Wheeler ICE,Zomato,Post-monsoon,10,20,10,0.0,0.24,2.1,1.45,1.14
Chennai,Sholinganallur,Two-Wheeler ICE,Zomato,Post-monsoon,11,19,6,0.2,1.0,3.6,1.35,1.14
Mumbai,Bandra,Two-Wheeler ICE,Zomato,Post-monsoon,10,17,10,0.0,4.8,1.4,1.1,1.11
Mumbai,Andheri,Two-Wheeler ICE,Zomato,Monsoon,7,34,9,0.0,10.8,0.2,1.3,1.5
Bengaluru,Indiranagar,Two-Wheeler ICE,Swiggy,Monsoon,8,21,6,0.0,0.54,0.3,1.1,1.02
Mumbai,Bandra,Two-Wheeler ICE,Zomato,Pre-monsoon,3,32,13,0.0,0.6,0.8,1.1,1.02
Chennai,Anna Nagar,Two-Wheeler ICE,Swiggy,Monsoon,9,19,6,0.2,2.4,0.8,1.05,1.07
Mumbai,Wadala,Two-Wheeler ICE,Both,Post-monsoon,11,19,10,0.0,3.0,1.8,1.25,1.13
Mumbai,Andheri,Bicycle,Zomato,Post-monsoon,10,14,12,0.0,4.8,1.4,1.3,1.11
Bengaluru,Indiranagar,Two-Wheeler EV,Zomato,Post-monsoon,11,17,6,0.0,0.15,2.7,1.1,0.94
Hyderabad,Madhapur,Two-Wheeler ICE,Zomato,Winter,2,19,11,0.17,0.05,1.2,1.3,1.09
Delhi,Yamuna Floodplain,Two-Wheeler ICE,Swiggy,Monsoon,6,35,10,12.6,0.9,5.0,1.5,1.5
Delhi,Lajpat Nagar,Two-Wheeler ICE,Zomato,Pre-monsoon,3,19,7,4.2,0.075,20.0,1.1,1.3
Delhi,Yamuna Floodplain,Two-Wheeler EV,Swiggy,Pre-monsoon,3,15,7,4.2,0.075,20.0,1.5,1.47
Delhi,Azad Market,Two-Wheeler ICE,Swiggy,Monsoon,7,25,11,2.8,1.35,5.0,1.35,1.31
Delhi,Yamuna Floodplain,Two-Wheeler ICE,Swiggy,Post-monsoon,10,38,11,1.4,0.6,35.0,1.5,1.5
Mumbai,Andheri,Two-Wheeler ICE,Zomato,Winter,2,22,13,0.0,0.6,1.6,1.3,1.11
Delhi,Lajpat Nagar,Two-Wheeler ICE,Swiggy,Winter,2,13,6,1.4,0.075,40.0,1.1,1.31
Mumbai,Kurla,Two-Wheeler EV,Swiggy,Post-monsoon,11,39,8,0.0,3.0,1.8,1.35,1.2
Hyderabad,Charminar,Two-Wheeler ICE,Swiggy,Winter,1,29,8,0.17,0.05,1.35,1.35,1.12
Bengaluru,Sarjapur Road,Two-Wheeler ICE,Swiggy,Pre-monsoon,4,22,6,0.0,0.06,0.6,1.45,1.12
Chennai,Sholinganallur,Bicycle,Zomato,Monsoon,9,21,11,0.2,2.4,0.8,1.35,1.17
Bengaluru,Sarjapur Road,Two-Wheeler ICE,Zomato,Pre-monsoon,5,42,8,0.0,0.12,0.6,1.45,1.18
Mumbai,Andheri,Two-Wheeler ICE,Swiggy,Monsoon,9,34,11,0.0,7.2,0.4,1.3,1.41
Mumbai,Andheri,Two-Wheeler ICE,Swiggy,Pre-monsoon,4,16,11,0.0,1.2,0.4,1.3,1.09
Delhi,Yamuna Floodplain,Two-Wheeler EV,Both,Monsoon,7,37,7,2.8,1.35,5.0,1.5,1.41
Delhi,Lajpat Nagar,Two-Wheeler ICE,Swiggy,Winter,2,41,6,1.4,0.075,40.0,1.1,1.41
Delhi,Lajpat Nagar,Two-Wheeler EV,Swiggy,Winter,12,23,13,1.4,0.075,45.0,1.1,1.33
Bengaluru,Indiranagar,Two-Wheeler ICE,Swiggy,Monsoon,8,23,11,0.0,0.54,0.3,1.1,1.02
Delhi,ITO,Bicycle,Swiggy,Monsoon,9,38,6,1.4,0.9,10.0,1.4,1.34
Delhi,Yamuna Floodplain,Bicycle,Zomato,Post-monsoon,11,34,12,1.4,0.375,45.0,1.5,1.5
Chennai,Anna Nagar,Two-Wheeler ICE,Swiggy,Pre-monsoon,4,31,13,1.0,0.4,0.8,1.05,1.02
Hyderabad,Madhapur,Two-Wheeler EV,Swiggy,Pre-monsoon,5,24,12,1.53,0.2,0.3,1.3,1.07
Mumbai,Wadala,Bicycle,Swiggy,Post-monsoon,10,20,6,0.0,4.8,1.4,1.25,1.14
Hyderabad,Madhapur,Two-Wheeler ICE,Zomato,Monsoon,9,36,8,0.17,0.6,0.3,1.3,1.18
Chennai,Sholinganallur,Two-Wheeler ICE,Zomato,Monsoon,9,22,9,0.2,2.4,0.8,1.35,1.22
Chennai,Perungudi,Two-Wheeler ICE,Swiggy,Pre-monsoon,3,25,7,0.6,0.2,1.6,1.38,1.12
